id,customer_name,purchase_date,active,directly_sold,address,tunning_date,brand,model,type,email
855,Daniella Hansie,4/20/2022,false,true,Suite 27,7/28/2022,Mercedes-Benz,C-Class,jcb,dhansienq@booking.com
856,Bald Renak,7/9/2022,false,false,10th Floor,7/6/2022,Ford,Focus,jcb,brenaknr@xrea.com
857,Gearard Standingford,11/7/2022,true,false,Suite 29,9/10/2022,Mitsubishi,Lancer Evolution,jcb,gstandingfordns@cdc.gov
858,Cleopatra Whetnell,5/8/2023,true,true,Apt 1875,4/17/2023,Toyota,Avalon,jcb,cwhetnellnt@pbs.org
859,Budd Stife,11/14/2022,true,false,3rd Floor,11/19/2022,Volkswagen,Eurovan,jcb,bstifenu@google.com.hk
860,Letisha Iohananof,12/19/2022,true,true,15th Floor,12/22/2022,Hyundai,Sonata,jcb,liohananofnv@goodreads.com
861,Colly Taggett,9/26/2022,false,false,PO Box 47493,7/23/2022,Lexus,LS,jcb,ctaggettnw@plala.or.jp
862,Berny Hanks,12/1/2022,true,false,Apt 650,5/11/2023,Chevrolet,Avalanche 2500,bankcard,bhanksnx@cocolog-nifty.com
863,Harmonia Dyers,4/29/2023,false,false,19th Floor,7/24/2022,Saab,9-3,diners-club-carte-blanche,hdyersny@cmu.edu
864,Chico MacCaughen,2/9/2023,true,false,PO Box 78583,2/24/2023,Mitsubishi,Truck,diners-club-carte-blanche,cmaccaughennz@yelp.com
865,Caleb Mauchlen,10/29/2022,false,true,Suite 79,1/8/2023,Kia,Rio,jcb,cmauchleno0@artisteer.com
866,Marla De Roeck,5/22/2022,true,true,PO Box 65591,1/30/2023,Ford,Ranger,jcb,mdeo1@zdnet.com
867,Lacee Petegre,10/2/2022,true,false,PO Box 9816,9/26/2022,Nissan,Sentra,visa-electron,lpetegreo2@blog.com
868,Care Burnsell,12/20/2022,true,false,PO Box 25921,6/21/2023,Dodge,Ram Van 1500,switch,cburnsello3@cloudflare.com
869,Cristie Saffer,5/28/2023,true,false,PO Box 4315,1/28/2023,Buick,Regal,jcb,csaffero4@trellian.com
870,Joachim Antoinet,4/29/2023,true,false,PO Box 94086,1/1/2023,Suzuki,SJ,diners-club-international,jantoineto5@upenn.edu
871,Burty Ruane,4/20/2022,true,true,PO Box 25664,5/18/2023,Audi,4000s Quattro,jcb,bruaneo6@zdnet.com
872,Colly Murford,11/24/2022,false,false,Suite 27,11/23/2022,Toyota,Camry Hybrid,visa-electron,cmurfordo7@tiny.cc
873,Elaine Hawgood,2/14/2023,false,true,Suite 54,11/27/2022,Nissan,Frontier,china-unionpay,ehawgoodo8@cnbc.com
874,Claretta Wainer,8/29/2022,false,false,Room 583,10/11/2022,Ford,Freestar,jcb,cwainero9@freewebs.com
875,Jeffie Cawdron,9/12/2022,true,false,Room 391,10/29/2022,Ford,Courier,maestro,jcawdronoa@i2i.jp
876,Leanor Gullberg,11/28/2022,true,false,PO Box 87793,7/2/2022,Buick,LeSabre,diners-club-enroute,lgullbergob@mlb.com
877,Kelly Guinan,2/10/2023,false,false,Room 1055,4/27/2023,Pontiac,Grand Am,instapayment,kguinanoc@51.la
878,Marion Marris,6/12/2023,true,false,PO Box 34451,12/23/2022,BMW,X5,americanexpress,mmarrisod@ted.com
879,Ryun Toulson,8/21/2022,true,true,Room 905,10/26/2022,Mercury,Villager,jcb,rtoulsonoe@behance.net
880,Florentia Tarquini,3/6/2023,false,false,PO Box 56670,7/29/2022,Pontiac,GTO,jcb,ftarquiniof@shutterfly.com
881,Rebeka Oldroyd,5/28/2022,true,true,14th Floor,9/18/2022,Subaru,Tribeca,switch,roldroydog@java.com
882,Zach Bulled,6/14/2022,true,true,Apt 1965,8/31/2022,Ford,Econoline E150,bankcard,zbulledoh@barnesandnoble.com
883,Steffen Murphey,3/25/2023,true,false,Suite 99,11/28/2022,Volvo,XC60,bankcard,smurpheyoi@godaddy.com
884,Onofredo Quirk,2/9/2023,true,true,Room 728,12/3/2022,Hyundai,Elantra,jcb,oquirkoj@4shared.com
885,Carmela Thew,5/1/2022,true,true,Suite 89,4/11/2023,BMW,X3,china-unionpay,cthewok@redcross.org
886,Kelcy Edmott,4/29/2022,false,true,Apt 1636,3/15/2023,Volkswagen,Passat,laser,kedmottol@mysql.com
887,Florian Verni,12/10/2022,false,false,13th Floor,8/17/2022,Mazda,RX-8,maestro,fverniom@ebay.co.uk
888,Bondon Rayburn,3/16/2023,true,false,PO Box 70272,3/4/2023,BMW,525,jcb,brayburnon@hugedomains.com
889,Kliment Timby,5/17/2023,false,false,Suite 83,4/8/2023,Buick,LeSabre,jcb,ktimbyoo@buzzfeed.com
890,Haley Shewan,3/8/2023,false,true,PO Box 1270,2/15/2023,Toyota,Camry Solara,jcb,hshewanop@hostgator.com
891,Demetre Rigate,1/19/2023,true,true,Suite 67,2/17/2023,Bentley,Continental GT,americanexpress,drigateoq@twitpic.com
892,Rosemarie Francom,5/30/2022,true,false,PO Box 87329,2/10/2023,Chrysler,Concorde,jcb,rfrancomor@state.gov
893,Amie Cardow,4/25/2023,true,true,Apt 680,10/26/2022,Jeep,Grand Cherokee,americanexpress,acardowos@printfriendly.com
894,Daren Boyson,1/31/2023,true,true,Apt 1096,10/21/2022,Volkswagen,Fox,china-unionpay,dboysonot@macromedia.com
895,Lawry Renehan,1/3/2023,false,true,Room 1341,2/10/2023,Chevrolet,HHR Panel,americanexpress,lrenehanou@amazon.com
896,Cheri Rambaut,8/11/2022,false,true,Apt 406,11/7/2022,Lexus,HS,jcb,crambautov@princeton.edu
897,Malva L'Episcopio,6/15/2023,false,false,Room 304,5/4/2023,Hummer,H1,americanexpress,mlepiscopioow@whitehouse.gov
898,Sunny Millett,5/6/2023,true,false,Room 278,3/16/2023,Volvo,S80,switch,smillettox@jalbum.net
899,Corabel Booley,7/25/2022,true,false,Suite 13,8/26/2022,Saturn,Ion,diners-club-enroute,cbooleyoy@infoseek.co.jp
900,Joby Hagergham,6/17/2022,true,true,Room 739,7/3/2022,Lamborghini,Murciélago LP640,jcb,jhagerghamoz@deliciousdays.com
901,Loralie Endean,6/18/2022,false,true,Apt 1660,9/6/2022,Chrysler,300,jcb,lendeanp0@businessinsider.com
902,Danella Kira,5/27/2022,true,true,19th Floor,4/18/2023,Mazda,MX-5,maestro,dkirap1@newsvine.com
903,Jeniffer Horstead,4/20/2022,true,true,Apt 1769,8/19/2022,Toyota,Tacoma,jcb,jhorsteadp2@sun.com
904,Blondie Klink,8/4/2022,false,true,Apt 1916,9/16/2022,Jensen,Interceptor,jcb,bklinkp3@example.com
905,Ellissa Pirrone,6/14/2023,false,true,Room 1692,3/21/2023,Volvo,XC60,jcb,epirronep4@state.tx.us
906,Isidoro Durnall,9/30/2022,true,false,Suite 5,11/12/2022,Audi,80,maestro,idurnallp5@issuu.com
907,Bondon Menilove,5/30/2023,true,true,Room 1836,12/13/2022,Pontiac,LeMans,jcb,bmenilovep6@guardian.co.uk
908,Ashlan Wardel,12/1/2022,true,false,12th Floor,9/24/2022,GMC,Savana,jcb,awardelp7@jalbum.net
909,Parrnell Tolcharde,3/6/2023,false,false,PO Box 73338,7/11/2022,Oldsmobile,Alero,diners-club-carte-blanche,ptolchardep8@independent.co.uk
910,Lacey McGeneay,5/8/2022,false,true,Suite 26,10/10/2022,Ford,Crown Victoria,jcb,lmcgeneayp9@bloomberg.com
911,Arie Macellar,5/30/2023,true,false,Room 137,4/26/2023,Toyota,Corolla,diners-club-carte-blanche,amacellarpa@auda.org.au
912,Amitie Shevlane,6/7/2022,false,false,Suite 61,1/16/2023,Mercedes-Benz,CLS-Class,mastercard,ashevlanepb@state.tx.us
913,Andee Vibert,12/21/2022,true,true,13th Floor,9/8/2022,Chevrolet,1500,americanexpress,avibertpc@flickr.com
914,Christoffer Howsley,10/13/2022,true,false,Suite 40,12/4/2022,Mercury,Marquis,switch,chowsleypd@barnesandnoble.com
915,Angeli Longcake,1/11/2023,true,false,7th Floor,12/16/2022,BMW,M5,mastercard,alongcakepe@multiply.com
916,Erica Ortiga,9/12/2022,false,false,PO Box 698,3/10/2023,Subaru,Justy,jcb,eortigapf@wordpress.com
917,Filberte Pavlovsky,4/17/2022,true,false,Apt 812,4/15/2023,Ford,Festiva,jcb,fpavlovskypg@networkadvertising.org
918,Windy Greenig,9/15/2022,true,true,Room 692,2/28/2023,Buick,Skylark,jcb,wgreenigph@forbes.com
919,Cynde Singh,4/24/2023,true,true,Room 1601,12/23/2022,Ford,F350,jcb,csinghpi@nhs.uk
920,Cybill Dawidowsky,10/18/2022,false,true,Apt 1504,2/20/2023,Mitsubishi,Galant,jcb,cdawidowskypj@bloomberg.com
921,Jaquith Clac,9/10/2022,false,true,Apt 955,1/24/2023,Pontiac,Firebird,jcb,jclacpk@nhs.uk
922,Abagael Crighton,9/26/2022,true,false,Apt 766,10/26/2022,Saab,9000,diners-club-us-ca,acrightonpl@who.int
923,Shina Stratford,3/4/2023,false,false,Apt 958,1/15/2023,Mercedes-Benz,300SE,jcb,sstratfordpm@eepurl.com
924,Tobi Gurr,3/19/2023,false,true,15th Floor,12/26/2022,Mitsubishi,Lancer Evolution,laser,tgurrpn@hatena.ne.jp
925,Katti Simonato,9/2/2022,true,true,Suite 58,7/22/2022,Volkswagen,New Beetle,mastercard,ksimonatopo@elegantthemes.com
926,Elene Caldayrou,10/31/2022,true,false,9th Floor,6/24/2022,Jaguar,XJ,diners-club-carte-blanche,ecaldayroupp@stumbleupon.com
927,Roobbie Furzey,11/12/2022,false,true,Room 576,8/21/2022,Volkswagen,Jetta,jcb,rfurzeypq@bizjournals.com
928,Dunn Dongall,5/9/2022,true,false,Suite 45,4/9/2023,Jeep,Commander,maestro,ddongallpr@mail.ru
929,Corny Klamp,2/3/2023,false,true,Apt 1933,5/11/2023,Chevrolet,Express 1500,mastercard,cklampps@about.me
930,Leonore Withringten,12/26/2022,false,true,Apt 1880,4/23/2023,Pontiac,Bonneville,mastercard,lwithringtenpt@ezinearticles.com
931,Cello Dawks,6/14/2023,false,true,Room 1904,3/24/2023,Buick,Skylark,americanexpress,cdawkspu@reuters.com
932,Xenia Laxton,3/16/2023,false,true,8th Floor,11/21/2022,Mazda,B2600,visa,xlaxtonpv@washingtonpost.com
933,Bennett Wickstead,3/11/2023,false,false,Apt 1199,7/9/2022,GMC,3500,jcb,bwicksteadpw@phpbb.com
934,Archibold Lamers,2/18/2023,true,false,Apt 1155,10/15/2022,Dodge,Viper,visa-electron,alamerspx@ustream.tv
935,Giacinta Malecky,5/19/2022,false,false,Suite 35,1/29/2023,Suzuki,Grand Vitara,jcb,gmaleckypy@youku.com
936,Joletta Gibberd,3/23/2023,false,true,Room 1041,5/19/2023,Dodge,Charger,jcb,jgibberdpz@theatlantic.com
937,Ganny Scotti,6/1/2023,true,true,PO Box 15639,6/21/2023,Audi,A8,jcb,gscottiq0@google.ca
938,Ron Strangeways,5/9/2022,false,true,Room 783,4/8/2023,Ford,Probe,laser,rstrangewaysq1@alibaba.com
939,Keeley MacGillacolm,3/10/2023,false,false,1st Floor,6/3/2023,BMW,7 Series,solo,kmacgillacolmq2@un.org
940,Ivar Bartol,8/15/2022,false,true,Suite 35,12/9/2022,Lotus,Exige,jcb,ibartolq3@dedecms.com
941,Karim Stancliffe,7/2/2022,false,false,PO Box 24512,10/4/2022,Volvo,V90,diners-club-us-ca,kstancliffeq4@ning.com
942,Farra Nicklen,10/24/2022,true,false,Room 1913,11/10/2022,Volkswagen,Touareg,diners-club-enroute,fnicklenq5@feedburner.com
943,Jen Winmill,10/4/2022,true,true,Room 315,7/24/2022,Plymouth,Neon,mastercard,jwinmillq6@hubpages.com
944,Gasper Lewton,5/13/2023,false,false,Suite 46,8/13/2022,Dodge,Stratus,jcb,glewtonq7@paginegialle.it
945,Wrennie Cattach,6/15/2022,false,true,10th Floor,7/6/2022,Dodge,Viper,diners-club-enroute,wcattachq8@unc.edu
946,Guillermo Tyres,3/9/2023,false,false,Room 683,12/9/2022,Bentley,Azure,laser,gtyresq9@guardian.co.uk
947,Morganne Wincer,12/15/2022,false,true,PO Box 95331,2/25/2023,Isuzu,Amigo,jcb,mwincerqa@apple.com
948,Tobin Womack,6/13/2023,true,false,Room 399,2/3/2023,Audi,Coupe GT,jcb,twomackqb@artisteer.com
949,Benoite Kubala,3/15/2023,false,false,Suite 32,7/4/2022,Audi,A4,jcb,bkubalaqc@npr.org
950,Judith Raggles,1/19/2023,true,false,18th Floor,4/21/2023,Mazda,Mazda6,visa-electron,jragglesqd@mozilla.org
951,Henrie Pegden,4/14/2023,false,true,16th Floor,8/10/2022,Lexus,ES,jcb,hpegdenqe@booking.com
952,Fanchette Housen,10/16/2022,true,true,17th Floor,10/25/2022,Mazda,Navajo,mastercard,fhousenqf@sitemeter.com
953,Inglis Vasyaev,6/2/2022,false,false,Room 1905,10/11/2022,Aston Martin,V8 Vantage,diners-club-enroute,ivasyaevqg@upenn.edu
954,Kali Feldhuhn,7/3/2022,false,true,6th Floor,7/21/2022,Mitsubishi,Mighty Max Macro,americanexpress,kfeldhuhnqh@wufoo.com
955,Jelene Garie,11/29/2022,true,false,Suite 2,7/19/2022,Bentley,Continental,visa-electron,jgarieqi@bluehost.com
956,Seumas Laffranconi,11/24/2022,true,true,Room 1473,1/18/2023,Nissan,350Z,diners-club-us-ca,slaffranconiqj@last.fm
957,Hastie Follacaro,10/5/2022,true,false,Apt 872,12/31/2022,Dodge,Dakota Club,jcb,hfollacaroqk@usa.gov
958,Kariotta Rumsby,11/6/2022,true,true,Apt 924,5/2/2023,Nissan,Pathfinder,solo,krumsbyql@senate.gov
959,Sydney Riccelli,12/14/2022,false,true,Suite 23,5/7/2023,BMW,7 Series,jcb,sriccelliqm@zdnet.com
960,Uriah Rushford,4/19/2023,false,false,Room 808,10/31/2022,Nissan,Maxima,diners-club-carte-blanche,urushfordqn@cdc.gov
961,Roxie Chuter,7/3/2022,false,false,Suite 12,9/18/2022,Isuzu,Amigo,mastercard,rchuterqo@t.co
962,Lewes Ell,5/28/2023,true,true,Apt 1724,12/8/2022,Nissan,Maxima,jcb,lellqp@mashable.com
963,Sarge Falck,4/15/2023,false,false,Apt 553,8/5/2022,Kia,Sephia,switch,sfalckqq@economist.com
964,Lola Egdale,4/21/2023,false,true,Room 1602,11/20/2022,Geo,Storm,visa-electron,legdaleqr@discovery.com
965,Elsbeth Fretwell,2/8/2023,true,true,19th Floor,9/4/2022,Chevrolet,Express 1500,jcb,efretwellqs@indiatimes.com
966,Mitchell Scrivin,5/11/2023,true,false,10th Floor,3/10/2023,Volvo,S40,jcb,mscrivinqt@mit.edu
967,Conny Dimont,5/18/2023,false,false,Suite 81,3/2/2023,Ford,Edge,jcb,cdimontqu@merriam-webster.com
968,Reilly Bernhart,8/29/2022,false,false,Apt 1348,11/14/2022,Mazda,Miata MX-5,diners-club-us-ca,rbernhartqv@odnoklassniki.ru
969,Dwight Morfield,1/26/2023,true,false,PO Box 42608,9/16/2022,Toyota,Tercel,diners-club-enroute,dmorfieldqw@twitpic.com
970,Jessamyn Newell,1/5/2023,true,false,Apt 972,9/9/2022,Dodge,Ram Van 1500,visa,jnewellqx@china.com.cn
971,Leon Pugsley,6/9/2022,true,false,PO Box 45556,12/30/2022,Maybach,62,instapayment,lpugsleyqy@nba.com
972,Gayle Robilart,12/31/2022,true,true,PO Box 60682,8/31/2022,Ford,Explorer,mastercard,grobilartqz@cafepress.com
973,Alisun Celiz,3/30/2023,true,false,20th Floor,2/7/2023,Volkswagen,New Beetle,switch,acelizr0@mediafire.com
974,Cheryl Vice,9/21/2022,true,true,Apt 1819,7/11/2022,Hyundai,Elantra,diners-club-carte-blanche,cvicer1@flavors.me
975,Korey Ingreda,4/25/2023,true,true,Apt 317,5/11/2023,Ford,F250,mastercard,kingredar2@nymag.com
976,Ayn Jindracek,5/3/2023,false,false,13th Floor,3/11/2023,Mitsubishi,Galant,jcb,ajindracekr3@1688.com
977,Gabey Upfold,4/21/2023,true,false,PO Box 65046,12/5/2022,Lotus,Elise,mastercard,gupfoldr4@timesonline.co.uk
978,Willdon Bottleson,3/28/2023,false,true,Apt 1313,6/13/2023,Mazda,Protege,maestro,wbottlesonr5@360.cn
979,Yorgos Berk,2/11/2023,true,false,13th Floor,3/18/2023,Dodge,Intrepid,jcb,yberkr6@sitemeter.com
980,Bradly Coneybeare,11/8/2022,true,false,18th Floor,6/9/2023,GMC,Yukon XL 2500,switch,bconeybearer7@ucla.edu
981,Cal Ties,12/18/2022,false,false,10th Floor,3/5/2023,Toyota,Avalon,visa-electron,ctiesr8@github.io
982,Rochette Kulicke,8/8/2022,true,false,Room 11,12/4/2022,GMC,Yukon,diners-club-enroute,rkulicker9@vkontakte.ru
983,Rhoda Giacovetti,9/23/2022,false,true,Apt 1755,5/30/2023,Toyota,Tacoma,jcb,rgiacovettira@yelp.com
984,Bevan Holdin,4/3/2023,true,false,10th Floor,2/4/2023,Porsche,911,maestro,bholdinrb@wp.com
985,Bartie Ciementini,1/6/2023,false,true,10th Floor,2/11/2023,Subaru,Impreza,mastercard,bciementinirc@chronoengine.com
986,Patric Bilovsky,10/18/2022,false,false,9th Floor,12/20/2022,Chevrolet,Suburban 1500,jcb,pbilovskyrd@hatena.ne.jp
987,Fraze Atchly,4/24/2023,false,false,2nd Floor,6/17/2023,Mercury,Grand Marquis,jcb,fatchlyre@cnet.com
988,Eustace Bushen,10/8/2022,false,false,PO Box 4294,10/17/2022,Chevrolet,TrailBlazer,jcb,ebushenrf@infoseek.co.jp
989,Jsandye Prettyjohns,2/11/2023,false,true,Room 268,9/2/2022,Chevrolet,Sportvan G30,switch,jprettyjohnsrg@google.com.au
990,Nancie Rozalski,12/15/2022,true,true,Room 325,2/7/2023,Chrysler,Town & Country,china-unionpay,nrozalskirh@etsy.com
991,Lark Francomb,1/23/2023,false,false,11th Floor,7/3/2022,Chevrolet,S10 Blazer,jcb,lfrancombri@a8.net
992,Mignon Glassborow,12/12/2022,false,false,Room 528,10/22/2022,Volkswagen,Beetle,jcb,mglassborowrj@csmonitor.com
993,Thain Avis,3/10/2023,false,false,PO Box 68356,7/14/2022,Dodge,Neon,jcb,tavisrk@topsy.com
994,Avictor Gullis,6/18/2023,false,true,Room 976,11/9/2022,Pontiac,Firefly,switch,agullisrl@sciencedirect.com
995,Filmer Drinnan,10/17/2022,true,false,15th Floor,10/13/2022,Smart,Fortwo,jcb,fdrinnanrm@sfgate.com
996,Whitney Appleford,9/15/2022,false,false,PO Box 54196,12/10/2022,Jeep,Wrangler,maestro,wapplefordrn@360.cn
997,Lockwood Cockland,6/19/2023,false,true,Room 972,7/29/2022,Land Rover,Defender 90,jcb,lcocklandro@wired.com
998,Corie Alberti,6/2/2022,false,true,Suite 9,12/29/2022,Toyota,Matrix,mastercard,calbertirp@upenn.edu
999,Ulises Lamden,11/12/2022,true,true,Apt 1973,5/31/2023,Eagle,Summit,laser,ulamdenrq@examiner.com
1000,Judas Paaso,10/1/2022,false,true,Apt 1624,10/18/2022,Dodge,Grand Caravan,china-unionpay,jpaasorr@i2i.jp
